id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
8443,449.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.527591617,0.41985138,37.02177209,6746.4546
8444,193.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.492994856,0.443889013,36.09379556,5739.68029
8445,147.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.582848693,0.482227496,40.56148952,7793.44206
8446,244.0,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.496598201,0.426240102,33.76469664,5934.01088
8447,225.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.364880783,0.383470679,29.80324762,3720.71159
8448,732.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.488014406,0.413625114,34.30007912,5395.33158
8449,53.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.372318474,0.401275192,30.59699446,2508.37567
8450,517.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.392583006,0.414830175,33.44747085,4112.89349
8451,737.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.569329938,0.463759475,38.77478764,6691.04322
8452,477.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.336329742,0.377566465,27.19065136,3244.32926
8453,258.0,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.490242145,0.442111609,35.09473308,4952.01304
8454,665.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.529070993,0.437317312,37.25124178,6226.28514
8455,741.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.53513718,0.442248924,36.16966007,6848.62622
8456,486.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.402052391,0.409033913,31.59741611,4228.81888
8457,497.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.426064568,0.413625114,32.74377319,4673.38052
8458,741.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.460126356,0.40878935,33.97877886,5807.00693
8459,313.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.476054066,0.428903862,33.74349354,5323.30034
8460,400.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.425493214,0.419851618,34.7014352,4644.60117
8461,699.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.529779854,0.453994528,36.34050331,6808.26361
8462,185.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.53513718,0.469892556,39.46947609,6898.39095
8463,468.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.350136522,0.382996774,29.08514833,3923.90628
8464,226.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.62818447,0.514873193,44.62396561,8634.77583
8465,585.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.362183686,0.397418156,29.37060684,3680.56025
8466,673.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.509933842,0.459464772,36.81018683,6190.66597
8467,469.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.508675267,0.45230956,36.3623002,6274.93484
8468,161.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.459356717,0.406869398,33.29902167,5199.79211
8469,293.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.52661476,0.460796109,37.78237359,6554.97686
8470,258.0,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.559215109,0.451036893,38.13019216,6826.20873
8471,729.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.535863236,0.469892556,39.33251373,6922.84679
8472,288.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.603545036,0.527895672,43.79905453,8969.40184
8473,214.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.440365017,0.423763672,33.22890035,4737.63925
8474,307.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.572725923,0.469892556,39.46947609,7298.0026
8475,365.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.489326401,0.44959908,35.92331365,5504.75083
8476,432.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.614621141,0.529501569,43.93700206,8086.38881
8477,535.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.540082008,0.463759475,37.32322478,6409.14001
8478,491.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.392583006,0.409976946,31.88184658,4057.55521
8479,748.0,25.0,0.5,0.38,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.553032347,0.473088807,38.53456885,7230.1325
8480,50.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.497503209,0.447853006,35.17991165,5700.24324
8481,694.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.476054066,0.437265704,34.33849206,6019.26248
8482,170.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.504435443,0.450692194,36.21076317,6146.83152
8483,749.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.391627198,0.401236607,30.59699446,4079.91244
8484,530.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.427005551,0.41951938,31.85521692,4245.28573
8485,553.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.480386371,0.436345708,34.5553911,5755.70016
8486,337.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.502979625,0.453028369,36.82658691,6696.23571
8487,313.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.422547698,0.392787396,33.28905228,4694.60819
8488,511.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.401490054,0.409760795,30.66218699,4334.84122
8489,621.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.535364693,0.444703745,35.41408191,6564.9583
8490,495.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.246568004,0.352186419,26.48732245,2688.02883
8491,368.0,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.551775489,0.471125278,39.8226933,6909.43
8492,594.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.454737417,0.395435754,31.10924166,5837.21503
8493,341.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.598645112,0.492748552,41.17620131,7159.33666
8494,392.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.574708327,0.484307576,40.0282126,7162.43364
8495,257.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.563746659,0.413380913,38.3177098,6520.8976
8496,594.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.436893878,0.423246366,32.88039453,4870.62537
8497,297.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.494493206,0.448972519,35.05053194,6034.64214
8498,63.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.509782413,0.452143551,37.27729673,6109.85047
8499,123.0,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.482854142,0.434349356,34.78105469,5538.91301
8500,484.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.603544257,0.502418156,44.59947057,8711.20896
8501,278.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.527591617,0.438231396,36.31114278,6370.89887
8502,742.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.394248904,0.395435754,31.37824094,4641.00151
8503,726.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.524635459,0.466474508,37.7247238,6836.39728
8504,692.0,25.0,0.5,0.38,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.473458531,0.429230513,34.33849206,5569.13925
8505,244.0,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.638323095,0.527895672,43.43753695,7903.51351
8506,682.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.480072982,0.449545727,35.50118221,5684.14351
8507,434.0,12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.582954458,0.485989695,40.73826603,7381.3794
8508,662.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.520587192,0.433668483,34.87061011,6299.22636
8509,393.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.538604193,0.41985155,37.22886697,6583.45789
8510,55.0,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.483249032,0.446450716,35.93380223,5514.66748
8511,599.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.469150447,0.402226397,32.78937613,5234.74696
8512,586.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.49368953,0.446912521,35.89837298,5741.31418
8513,711.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.488485703,0.423988312,34.76957798,5403.69852
8514,743.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.391627198,0.408088064,31.50270183,4644.60117
8515,333.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.459358436,0.42726083,33.34012862,5831.7066
8516,42.0,25.0,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.320417393,0.373012567,27.19065136,3049.26032
8517,519.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.451291733,0.418867231,33.23244939,4945.79443
8518,369.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.532627825,0.452680279,36.96933887,6986.80996
8519,517.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.458530485,0.401376052,32.79766623,4975.88538
8520,477.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.425010896,0.417908804,31.43977899,4576.10071
8521,173.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.58249065,0.481173502,40.4613306,7667.83619
8522,579.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.448841436,0.411220309,33.74349354,4936.36477
8523,651.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.46424992,0.433195442,34.24537298,5234.74696
8524,466.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.477832221,0.412450296,34.83881461,5498.58395
8525,148.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.603524723,0.50404651,42.33928002,7914.17118
8526,304.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.434546355,0.417908804,32.88039453,4574.81387
8527,133.0,12.5,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.512307598,0.453994528,37.4186977,5755.70016
8528,167.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.507541905,0.454917386,36.11395452,6079.08526
8529,627.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.362183686,0.397617195,29.37060684,3680.56025
8530,411.0,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.638787728,0.506024348,42.40950749,7920.06175
8531,189.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.556715923,0.470881708,38.45252155,6515.30587
8532,335.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.635017998,0.520003767,44.59947057,7163.9441
8533,742.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.494584864,0.449871489,35.89837298,5739.68029
8534,570.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.57321542,0.481173502,40.37019338,7222.00462
8535,564.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.325920891,0.377915162,28.43820263,3494.94296
8536,460.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.517723246,0.460305334,37.32322478,6328.89332
8537,692.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.539252868,0.463275619,38.34178123,7004.01554
8538,549.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.4096968,0.399983862,31.39456852,4320.87416
8539,488.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.41016336,0.398255665,30.5255093,4356.94587
8540,416.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.652144089,0.495164177,39.1606042,7765.25632
8541,1.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.404225284,0.40166998,30.66218699,4232.76231
8542,172.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.467905283,0.411546877,32.34445707,5333.87334
8543,491.0,25.0,0.5,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.488876344,0.427937649,34.0430221,5674.02852
8544,619.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.520587192,0.46326367,37.55556802,6109.85047
8545,658.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.458246439,0.409269062,29.73999168,5834.98164
8546,449.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.51425307,0.453649741,37.02177209,6645.56998
8547,576.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.582604099,0.490020262,40.17143065,7163.9441
8548,239.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.466279462,0.437265704,34.33849206,5399.86113
8549,546.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.542163836,0.466492143,37.54210856,6102.76282
8550,478.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527591617,0.485912698,40.81318096,7357.3589
8551,685.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.576589776,0.488638858,39.46947609,6941.82413
8552,42.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.447780771,0.433844688,33.97877886,4905.49871
8553,391.0,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.467569149,0.431122059,32.79766623,5781.85965
8554,94.0,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.536128074,0.446570029,36.31114278,6880.7759
8555,584.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.494493206,0.444967734,35.97225667,5569.13925
8556,728.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.315500071,0.367762987,27.91944764,3049.26032
8557,471.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.505619046,0.417915449,35.90984596,6491.22353
8558,667.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.511830268,0.486889324,40.36001849,6529.98232
8559,363.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.626397463,0.516063505,43.00334146,8307.38018
8560,449.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.469925759,0.438612787,32.88840203,5323.30034
8561,417.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.498218761,0.449545727,35.28592597,5735.13303
8562,375.0,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.594364445,0.497864974,41.23972427,7628.6476
8563,194.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.462996546,0.41009134,31.85521692,5004.15434
8564,268.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.603545036,0.491169185,41.63169821,7713.4796
8565,108.0,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.454725217,0.438612787,33.87425241,4966.77945
8566,203.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.529511192,0.480847944,39.4849869,7080.04004
8567,573.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.402052391,0.400247657,31.02327724,4357.82292
8568,732.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.506987743,0.450498441,36.46620322,6254.65511
8569,423.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.595948108,0.491279313,40.81318096,7667.83619
8570,575.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.464365879,0.428903862,33.31178956,5605.221
8571,486.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.425493214,0.418219535,32.79766623,4700.57615
8572,594.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.497503209,0.442789316,35.6026819,5807.00693
8573,109.0,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.498952193,0.442248924,35.18441169,5715.0084
8574,447.0,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.612974151,0.508336663,42.50852244,7628.6476
8575,589.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.496270554,0.412661872,36.84586824,6595.45629
8576,662.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.502979625,0.452143551,36.82658691,6155.89609
8577,12.0,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.442869304,0.423246366,33.23624094,5482.0813
8578,614.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.531583632,0.462760521,37.69400303,7004.01554
8579,201.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.464368945,0.412661872,36.04067528,6060.28382
8580,396.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.612478041,0.508336663,42.50852244,7825.87492
8581,330.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.476807761,0.411546877,32.66436708,5544.62172
8582,323.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.538703555,0.442248924,36.63337572,6554.97686
8583,437.0,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.614621141,0.529501569,43.67027165,8562.37077
8584,549.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.517723246,0.437354261,34.77712169,6663.00068
8585,766.0,25.0,0.5,0.38,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.520637077,0.460796109,37.32322478,7381.3794
8586,209.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.467741485,0.43226586,35.11807556,6409.14001
8587,556.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.462996546,0.436777234,32.68039834,5552.72387
8588,546.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.464972316,0.433668483,37.96058614,6013.40759
8589,585.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.402052391,0.420093742,31.1279858,4203.02762
8590,206.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.544644313,0.44252903,37.55556802,7028.6735
8591,348.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.600340952,0.501359058,42.13008169,7793.44206
8592,16.0,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.346410766,0.388819023,25.0423614,3269.27176
8593,167.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.523070143,0.465065287,37.25789282,6771.67497
8594,337.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.563746659,0.444587916,36.54941505,8711.20896
8595,648.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.528518697,0.468493268,38.70569591,6731.61844
8596,757.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.576589776,0.482227496,40.39944387,7455.41638
8597,481.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.416271363,0.404869033,31.00460557,4899.11899
8598,61.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.588987285,0.486889324,40.99850428,7554.4683
8599,169.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.483872542,0.445474763,35.48354994,5777.3754
8600,757.0,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.468305902,0.419851618,35.14089874,6461.67087
8601,678.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.638323095,0.504526655,43.2784975,8064.73881
8602,503.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.517721232,0.455238354,34.15934595,5154.97591
8603,622.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.53255682,0.445308404,37.87903588,6575.59267
8604,499.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.477558508,0.413096652,34.8499528,5556.3746
8605,1.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.376670148,0.395435754,28.79344014,3494.94296
8606,710.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.490016595,0.446912521,35.92331365,5735.13303
8607,661.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.44371199,0.424803532,33.23244939,5453.99382
8608,394.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.490965919,0.442248924,35.55511529,5711.85174
8609,263.0,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.545094508,0.471871207,38.4173944,6731.71221
